_id,geometry,ogc_fid0,fid,m_id,link_p,sector,dev_pro,pro_note,pro_dev,cap_inv_m,cap_inv,nat_pro,job_creat,sta_oper,pro_dur,land_a,dir_name,nat,eia_rep,eia_l,com_stat,par_com,com_type,reg_add,csr_prog,soc_envi,r_cdc,cdc_date,sub_n,sub_d,location,village,commune,district,pro_loc,data_c,reference,lat,long,note_co
181,0101000020887F00006C6766282B0A1E4166B146AD78823341,181,181,,,Retail / Commercial Establishments,Hotel,"Hyatt Regency Phnom Penh, an international five-star hotel","Chip Mong Group Co., Ltd",180.0,"180,000,000",,,,,,"Leang Khun, Leang Meng, Pheap Heak",,,,,,,"No. 37, Mao Tse Toung Blvd, Boeng Keng kang Bei, Chamkar Mon, Phnom Penh, Cambodia",,,,,,,"#55, Street 178, Sangkat Chey Chumnas, Phnom Penh, Cambodia, 12206",,,,Phnom Penh,Secondary data,Hyatt_regency_hotel_Cambodia__15.12.2022.pdf; Chip_Mong_Group__20.01.2021.pdf;Chip_Mong_Hyatt_Regency_Phnompenh__28.03.2022.pdf;        Hyatt_Regency_Phnom_Penh__.00.00.2022.pdf,11.56618262,104.9281922,Project location (Google)
182,0101000020887F0000CD354D9F98F81C414C62EA4AB61F3641,182,182,,,Energy,Radar Station,Second weather radar station,Asian Development Bank,7.0,"7,000,000",Japan,,,,,Anthony Robert Gill,Australia,,,,, International Cooperation Agency,,,,,,,,"Kampong Thom, Cambodia",,,,Kampong Thom,Secondary data,ADB_Cambodia__29.03.2022.pdf; Second_weather_Radar__24.03.2020.pdf,13.11541025,104.7662373,Project location (Google)
183,0101000020887F0000DB2643CE44FC1D41AA2C69ABC0843341,183,183,,,Financial Institutions,Bank,Japanese holding company listed on the Tokyo stock exchange,J Trust Royal Bank,800.0,"800,000,000",Japan,,,,,Nobuyoshi Fujisawa,Japan,,,,,Public Limited Company,,,,,,,,,,Phsar Thmei 1,Doun Penh,Phnom Penh,Secondary data,J_Trust_Royal_Bank__18.05.2018.pdf; J_Trust_Royal_Bank_Director__03.06.2019.pdf,11.57146191,104.9200316,Project location (Google)
184,0101000020887F00000391478EBBF91D41E1D5EA0305853341,184,184,,,Financial Institutions,Bank,"The largest bank in Cambodia, with over $6.5b in assets, $388m in
gross revenue and 60 branches, 161 atms, and over 3,000 employees",Canadia Bank Plc.,"6,500.0","6,500,000,000",,"3,000",,,,"Urger Peter Michael, Chen Lee Yiaw Hui, John Meinhold, Leow Ming Fong, Lim Socheat, Nguyen The Phong, Pung Carolyne, Pung Kheav Se",,,,,,Public Limited Company,"No. 315, Preah Ang Duong, corner of Monivong Blvd, Phum 1, Voat Phnum, Doun Penh, Phnom Penh, 12202, Cambodia",,,,,,,"315, Preah Ang Duong, corner of Monivong Blvd, Phum 1, Voat Phnum, Doun Penh, Phnom Penh, 12202, Cambodia",Phum 1,Voat Phnum,Doun Penh,Phnom Penh,Secondary data,canadia_Bank_Cambodia__00.00.2022.pdf; canadia_Bank_Cambodia_Opencorporates__21.01.2021.pdf,11.57207959,104.9185427,Project location (Google)
185,0101000020887F0000E495A1176D471B416881BC4112073241,185,185,,,Extractive Industry,Factory,Cement factory,"Thai Boon Roong Cement
Co., Ltd.",110.0,"110,000,000",Cambodia,,,,91,"Khov MENGNGY, Khov Sambath, Peng YIXING","Khmer, Chinese",,,,,Private Limited Company,"No. 294, Mao Tse Toung Blvd, Tumnob Tuek, Chamkar Mon, Phnom Penh, Cambodia",,,,,,,"L'angcommune’s L'angvillage in the province’s central Dang Tong district, Kampot Province",L'ang,L'ang,Dang Tong,Kampot ,Secondary data,Thai_Boon_Roong_Cement__20.01.2021.pdf; Fifth_Cement_factory_Cambodia__14.11.2019.pdf,10.68741026,104.5148004,Project location (Google)
186,0101000020887F0000616B048A15E41D4105E60ABD82843341,186,186,,,Retail / Commercial Establishments,Shopping Mall,Retail and window shopping center,"Parkson (Cambodia) Co., Ltd​​",117.0,"117,000,000",Indonesia,11,,,,"Chang Chae Young, Loh Chai HOON, Tiang Chee SUNG, Tony Ng Kok SIONG",Malaysia,,,,,Private Limited Company,"181 Lioncity Gateway, Russian Boulevard, Ta Nguon, Kakap, Por Sen Chey, Phnom Penh, Cambodia",,,,,,,"Russian Federation Blvd (110), Phnom Penh",,,,Phnom Penh,Secondary data,"Parkson_Mall_Cambodia__16.02.2017.pdf;Parkson_Cambodia_Co.,ltd__19.01.2021.pdf",11.57089756,104.9058353,Project location (Google)
187,0101000020887F00000474EA13BB7A16415130A3D9EBA73241,187,187,,,Infrastructure,National Road,National road 48 from Sre Ambel to Koh Kong provincial city,South Korean Government,78.4,"78,398,000",South Korea,,,3,,"Ilsung & Hanil, Kci & Kecc",South Korea,,,,,,,,,,,,,Chamkar Luong area in Srae Ambel district to Khemarak Phoumin town of Koh Kong province,,,,Koh Kong,Secondary data,National_Road_48_Project__24.08.2021.pdf,11.05779668,103.7943129,Project location (Google)
188,0101000020887F0000A0941738BB312041D447730970053341,188,188,,,Infrastructure,Bridge,"Neak Loeung bridge, the longest bridge in Cambodia",Japan International Cooperation Agency,92.0,"92,000,000",Japan,,,,,Kobayashi Yukiharu,Japan,,,,,,,,,,,,,"Neak Lerng, Prey Veng Province",,,Neak Lerng,Prey Veng,Secondary data,Grant_Aid_Neak_Loeung_Bridge__23.06.2010.pdf;JICA_Cambodia__28.03.2022.pdf,11.27658047,105.2808621,Project location (Google)
189,0101000020887F00007539A18A68F51D417089AF2CE6B63341,189,189,,,Infrastructure,Water Treatment Plant,Bakheng water treatment plant,"French Development Agency, 
European Investment Bank",247.0,"247,000,000",France,,2021,,,Michael Jacques Prost,France,,,,,Foreign Company,France,,,,,,,"Bakheng, Chraoy Chongvar, Phnom Penh",,Bakheng,Chraoy Chongvar,Phnom Penh,Secondary data,Bakheng_Water_Purification_Plant__27.12.2019.pdf;VINCI_Construction_Grands_Projects__20.01.2021.pdf,11.68755819,104.9159697,Project location (Google)
190,0101000020887F0000D0AEAAA9119F1441ACA05A51CFE93141,190,190,,,Retail / Commercial Establishments,Real estate,D’Seaview & Royal Platinum commercial buildings,HLHI Cambodia,220.0,"220,000,000","Singapore, Cambodia",,,,,"Ong Jia Ming, Lao Chanvoleak","Singapore, Cambodia",,,,,Private Limited Company,"Canadia Building No. 315, 26th Floor, Preah Ang Duong Avenue, Voat Phnum, Doun Penh, Phnom Penh, Cambodia",,,,,,,"JG89+J48, Sangkat Bei, Preah Sihanouk",,,,Preah Sihanouk,Secondary data,"Royal_Platinum_C0.,ltd__22.01.2021.pdf;HLHI_Cambodia_Company_Limited__20.01.2021.pdf;D’Seaview_Royal_Platinum_HLH__20.01.2022.pdf ",10.61654247,103.5178392,Project location (Google)
191,0101000020887F00007361D8A9CCEF1D418216A4DB3C803341,191,191,,,Retail / Commercial Establishments,Satellite City,"Commercial building, condo & apartment, shopping centers",Oversea Cambodia investment Corporation,500.0,"500,000,000",,,,,,"Lim Lina, Lim Nary, Lim Sophany, Pung Sovann, Pung Way",,,,,,Private Limited Company,"Canadia Tower 315, 28th Floor, 1st Ang Duong Street, corner of Monivong BlvdVoat Phnum, Doun Penh, Phnom Penh",,,,,,,"Sampovmeas roundabout, Sangkat Veal Vong, Khan 7Makara, Phnom Penh",,Veal Vong,Prampir Meakkakra,Phnom Penh,Secondary data,"OpenCorporates_Oversea_Cambodia_Investment_Corporation__05.01.2022.pdf;Olympia_City__26.03.2020,pdf;Olampia_location__00.00.2014.com",11.56100704,104.9127153,Project location (Google)
192,0101000020887F00002D1632DD05A31C41D5A65B4A1BFF3341,192,192,,,Industrial development,Factory,Garment factory,"Toyoki Apparel (Cambodia) Co., Ltd.",5.0,"5,000,000",,"2,929",,,,,,,,,,,"Phsar Trach Village, LongveaekCommune, Kampong Tralach District, Kampong Chhnang. ",,,,,,,"Phsar Trach Village, LongveaekCommune, Kampong Tralach District, Kampong Chhnang",Phsar Trach ,Longveaek,Kampong Tralach,Kampong Chhnang,Secondary data,CDC_Approves_Four_Projects__05.02.2022.pdf,11.85459991,104.7170837,Project location (Google)
193,0101000020887F0000942B93CDB39512415DC48347C2263641,193,193,,,Industrial development,Factory,Garment factory,"Hong Ri (Cambodia) Clothing Co., Ltd",5.4,"5,400,000",,"1,684",,,,,,,,,,,,,,,,,,,,,,Phnom Penh,Secondary data,CDC_Approves_Four_Projects__05.02.2022.pdf,13.12550905,103.1964756,Project location (Google)
194,0101000020887F000063A5A78BEAFE1D41F6FEDEF9A58B3341,194,194,,,Infrastructure,Bridge,Second Chroy Changva bridge,"China Road And Bridge
Corporation (Cambodia)",27.5,"27,500,000",China,,,3,,Zhou Yong,China,,,,,Foreign Company,China,,,,,,,"Chraoy Chongvar, Phnom Penh",,,,Phnom Penh,Secondary data,Opencorporate_China_Road_and_Bridge_Corporation_Cambodia__10.01.2022.pdf;2nd_Chroy_Changvar_Bridge__31.12.2015.pdf,11.58742714,104.9215812,Project location (Google)
195,0101000020887F00005CE2577674F21D41A2ABA3D0437E3341,195,195,,,Retail / Commercial Establishments,Condo,Sky Villa condominium,Crystal Orange Construction Plc,100.0,"100,000,000",China,,,,,"Eng Jia-Chi, Ge Yan, Lin Tung-Yi",China,,,,,Public Limited Company,"Building 7 (11th floor), Street 236, Veal Vong, Prampi Makara, Phnom Penh, Cambodia",,,,,,,"No. 192, Street 163 Sangkat Veal Vong, Khan Prampir Meakkakra Phnom Penh",,Veal Vong ,Prampir Meakkakra,Phnom Penh,Secondary data,Sky_Villa_Condominium__31.12.2015.pdf;Crystal_Orange_Construction_PLC__21.01.2021.pdf;Sky_Villa_Phnom_Penh__00.00.2022.pdf,11.55644007,104.9142754,Project location (Google)
196,0101000020887F00002C2C7D0745231E4165823DDA237B3341,196,196,,,Retail / Commercial Establishments,Condo,Diamond one residence and apartment,"Xin Tian Jian (Cambodia) Real Estate Development Co., Ltd",80.0,"80,000,000",China,,,,0.87,Zhen Tien Chian,China,,,,,Private Limited Company,"Building B15 (Koh Pich), Koh Pich, Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301, Cambodia",,,,,,,"Building B15 (Koh Pich), Koh Pich, Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301, Cambodia",Phum 14,Tonle Basak,Chamkar Mon,Phnom Penh,Secondary data,Diamond_One__31.12.2015.pdf;Xin_Tian_Jian_Real_Estate__21.01.2021.pdf,11.54921253,104.9429298,Project location (Google)
197,0101000020887F0000BBA765FB6F1A1E41BCF809D06C7C3341,197,197,,,Retail / Commercial Establishments,Hotel,Accomodation and hotel service,Oversea Cambodia Iinvestment Corporation,10.5,"10,500,000",Japan,,,,,Noriko Shinkai,Japan,,,,,Private Limited Company,"No. 11, Koh Pich (No. 78), Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301, Cambodia",,,,,,,"11, Koh Pich (No. 78), Phum 14, Tonle Basak, Chamkar Mon, Phnom Penh, 12301, Cambodia",Phum 14,Tonle Basak,Chamkar Mon,Phnom Penh,Secondary data,"Toyoko_Inn__31.12.2015.pdf;Toyoko_Inn_Co.,ltd__20.01.2021.pdf;OpenCorporates_Oversea_Cambodia_Investment_Corporation__05.01.2022.pd",11.55218647,104.937745,Project location (Google)
198,0101000020887F0000B38CAED80A1B1E41345039F69B7A3341,198,198,,,Retail / Commercial Establishments,Real estate,Casa Meridian commercial buildings,M.D H.K Property (CAMBODIA) LTD.,75.0,"75,000,000",Hong Kong,,,,,"Sek Yan Ko, Jianming Gong","Cambodia, Vietnam",,,,,Private Limited Company,"Kampong Pring, Setbou, S'ang, Kandal, 8410, Cambodia",,,,,,,"No. 1, Harvard Street, Diamond Island, Tonle Basak, Chamkamorn, Phnom Penh",Diamond Island,Tonle Basak,Chamkar Mon,Phnom Penh,Secondary data,OpenCorporates_Oversea_Cambodia_Investment_Corporation__05.01.2022.pd;Casa_Meridian__31.12.2015.pdf;M.D H.K_Property__20.01.2021.pdf,11.54798259,104.938101,Project location (Google)
199,0101000020887F0000C1E3168763E31241BB419C857A073241,199,199,,,Retail / Commercial Establishments,Resort,Koh Rong resort,Royal Group Koh Rong Development Company Ltd.,40.0,"40,000,000",,,,,,Kith Meng,,,,,,Private Limited Company,"No. 246, Monivong Blvd​, Boeng Reang, Doun Penh, Phnom Penh, Cambodia",,,,,,,"Koh Rong, Preah Sihanouk",Koh Rong,Koh Rong,Koh Rong,Preah Sihanouk,Secondary data,Royal_Group_Koh_Rong_Development__21.01.2021.pdf;Construction_Koh_Rong_Resort__15.01.16.pdf,10.68387231,103.257955,Project location (Google)
200,0101000020887F000080CF39D2BA9E124188542FC7EE123641,200,200,,,Infrastructure,Drainage System & Wastewater Treatment Plant,Battambang wastewater treatment plant,"Asian Development Bank, French Development Agency, European Union",30.0,"30,000,000","Japan, France, Europe",,,,,,,,,,,International Cooperation Agency,,,,,,,,Battambang,,,,Battambang,Secondary data,Drainage_System_Wastewater_Treatment_Plant_Battambang__10.02.2022.pdf;ADB_Cambodia__29.03.2022.pdf,13.07967311,103.2021365,Project location (Google)
201,0101000020887F0000E251313177F41B412F950F10D42B3341,201,201,,,Industrial development,Factory,Bag factory,"Xin Jiale International (Cambodia) Co., Ltd",5.4,"5,400,000",,"1,227",,,,,,,,,,,"Pichmony commune, Kong Pisei district, Kampong Speu province",,,,,,,"Pichmony commune, Kong Pisei district, Kampong Speu province",,Pichmony,Kong Pisei,Kampong Speu,Secondary data,CDC_Approves_Two_Factory_8million__02.12.2022.pdf,11.36534488,104.6151863,Project location (Google)
202,0101000020887F0000F8927D5D70161D41DD3B9DB3195C3341,202,202,,,Industrial development,Factory,Bottling and cans production plant,Coca-Cola Bottling Investment Group,100,"100,000,000",The United States of America,2100,2016,,12.5,James Quincey,United Kingdom,,,,,,,,,,,,,"PPSEZ, Phnom Penh",,,,Phnom Penh,Secondary data,Coca_Cola_President__00.00.2020.pdf;Coca_Cola__06.12.2016.pdf,11.47727655,104.7851923,Project location (Google)
